,Landing,Date,Boat,Trip Type,Anglers,Fish Count
988,dana-wharf-sportfishing,2020-06-20,Lex Sea,Full Day,4,"8 Yellowtail, 6 Calico Bass Released"
989,dana-wharf-sportfishing,2020-06-20,Reel Fun,3/4 Day,18,"140 Calico Bass Released, 31 Calico Bass, 4 Sand Bass"
990,dana-wharf-sportfishing,2020-06-20,San Mateo,1/2 Day PM,10,"33 Calico Bass Released, 7 Calico Bass, 1 Sand Bass"
991,dana-wharf-sportfishing,2020-06-20,Sum Fun,1/2 Day Twilight,25,"68 Calico Bass Released, 28 Calico Bass, 2 Sand Bass"
992,dana-wharf-sportfishing,2020-06-20,Sum Fun,3/4 Day,15,"110 Calico Bass Released, 38 Rockfish, 18 Calico Bass, 1 Barracuda, 1 Sheephead"
993,dana-wharf-sportfishing,2020-06-21,Boardroom,1/2 Day AM,4,"50 Calico Bass Released, 8 Calico Bass"
994,dana-wharf-sportfishing,2020-06-21,Boardroom,1/2 Day PM,6,"30 Calico Bass Released, 4 Calico Bass"
995,dana-wharf-sportfishing,2020-06-21,Clemente,3/4 Day,25,"119 Calico Bass Released, 42 Calico Bass, 3 Sand Bass, 3 Sheephead, 3 Whitefish"
996,dana-wharf-sportfishing,2020-06-21,Dana Pride,3/4 Day,32,"120 Calico Bass Released, 49 Calico Bass, 7 Sheephead, 4 Barracuda, 3 Sand Bass, 3 Whitefish"
997,dana-wharf-sportfishing,2020-06-21,Fury,Overnight,20,"53 Yellowtail, 50 Calico Bass Released, 20 Calico Bass, 20 Bonito, 20 Whitefish, 10 Barracuda, 7 Sheephead, 5 Rockfish"
998,dana-wharf-sportfishing,2020-06-21,Lex Sea,Full Day,3,11 Yellowtail
999,dana-wharf-sportfishing,2020-06-21,Reel Fun,1/2 Day AM,19,"111 Calico Bass Released, 34 Calico Bass, 3 Sand Bass"
1000,dana-wharf-sportfishing,2020-06-21,Sum Fun,1/2 Day AM,21,"76 Calico Bass Released, 15 Calico Bass, 2 Sheephead, 1 Sand Bass, 1 Barracuda, 1 Sculpin, 1 Whitefish"
1001,dana-wharf-sportfishing,2020-06-21,Sum Fun,1/2 Day PM,27,"93 Calico Bass Released, 17 Calico Bass, 2 Sand Bass"
1002,dana-wharf-sportfishing,2020-06-21,Sum Fun,1/2 Day Twilight,26,"30 Calico Bass Released, 7 Calico Bass, 3 Rockfish, 2 Sand Bass"
1003,dana-wharf-sportfishing,2020-06-22,Clemente,3/4 Day,25,"93 Calico Bass Released, 34 Calico Bass, 5 Sheephead, 2 Sand Bass"
1004,dana-wharf-sportfishing,2020-06-22,Reel Fun,1/2 Day AM,17,"140 Calico Bass Released, 69 Calico Bass, 1 Sand Bass"
1005,dana-wharf-sportfishing,2020-06-22,Sum Fun,1/2 Day PM,22,"155 Calico Bass Released, 45 Calico Bass"
1006,dana-wharf-sportfishing,2020-06-23,Boardroom II,1/2 Day AM,4,"50 Calico Bass Released, 7 Sand Bass, 2 Calico Bass"
1007,dana-wharf-sportfishing,2020-06-23,Boardroom II,1/2 Day PM,2,"50 Calico Bass Released, 5 Barracuda"
1008,dana-wharf-sportfishing,2020-06-23,Clemente,3/4 Day,25,"120 Calico Bass Released, 29 Calico Bass, 6 Sheephead, 4 Sand Bass, 1 Whitefish, 1 Triggerfish, 1 Sculpin"
1009,dana-wharf-sportfishing,2020-06-23,Dana Pride,1/2 Day AM,34,"38 Calico Bass Released, 10 Calico Bass, 9 Sheephead, 1 Sand Bass"
1010,dana-wharf-sportfishing,2020-06-23,Fury,2 Day,20,"155 Rockfish, 86 Yellowtail, 40 Whitefish, 35 Calico Bass, 6 Bonito, 6 Sheephead"
1011,dana-wharf-sportfishing,2020-06-24,Clemente,3/4 Day,23,"120 Calico Bass Released, 15 Calico Bass, 5 Whitefish, 3 Rockfish, 2 Sheephead, 1 Barracuda"
1012,dana-wharf-sportfishing,2020-06-24,Dana Pride,1/2 Day AM,33,"30 Calico Bass Released, 6 Calico Bass, 2 Rockfish, 1 Sand Bass, 1 Sheephead, 1 Whitefish"
1013,dana-wharf-sportfishing,2020-06-24,Fury,Overnight,19,"85 Calico Bass Released, 65 Whitefish, 25 Calico Bass, 15 Rockfish, 9 Yellowtail, 1 Sheephead, 1 Sculpin, 1 Barracuda, 1 Blue Perch"
1014,dana-wharf-sportfishing,2020-06-24,Reel Fun,1/2 Day AM,5,"183 Calico Bass Released, 20 Calico Bass, 5 Sand Bass, 1 Sheephead"
1015,dana-wharf-sportfishing,2020-06-24,Reel Fun,1/2 Day PM,8,"133 Calico Bass Released, 5 Calico Bass"
1016,dana-wharf-sportfishing,2020-06-24,Sum Fun,3/4 Day,22,"100 Calico Bass Released, 15 Calico Bass, 2 Sand Bass, 2 Sheephead, 1 Whitefish"
1017,dana-wharf-sportfishing,2020-06-25,Clemente,1/2 Day AM,25,"100 Calico Bass Released, 29 Sheephead, 10 Calico Bass, 3 Sand Bass, 1 Whitefish"
1018,dana-wharf-sportfishing,2020-06-25,Current,1/2 Day AM,6,"67 Calico Bass Released, 10 Calico Bass, 1 Sand Bass"
1019,dana-wharf-sportfishing,2020-06-25,Dana Pride,Overnight,34,"50 Calico Bass Released, 19 Calico Bass, 8 Barracuda, 6 Whitefish, 5 Yellowtail, 4 Bonito"
1020,dana-wharf-sportfishing,2020-06-25,Fury,Overnight,20,"75 Whitefish, 35 Calico Bass, 8 Sheephead, 5 Yellowtail, 1 Blue Perch, 1 Barracuda"
1021,dana-wharf-sportfishing,2020-06-25,Helena,3/4 Day,12,"40 Calico Bass Released, 3 Calico Bass, 2 Sheephead, 1 Sand Bass"
1022,dana-wharf-sportfishing,2020-06-25,Lex Sea,Full Day,4,"40 Calico Bass Released, 6 Calico Bass, 6 Bonito, 5 Barracuda"
1023,dana-wharf-sportfishing,2020-06-25,Reel Fun,1/2 Day AM,8,"30 Calico Bass Released, 8 Calico Bass"
1024,dana-wharf-sportfishing,2020-06-25,Sum Fun,3/4 Day,26,"95 Calico Bass Released, 15 Calico Bass, 1 Whitefish"
1025,dana-wharf-sportfishing,2020-06-26,Boardroom II,1/2 Day AM,4,"9 Vermilion Rockfish, 3 Sand Bass, 1 Sculpin"
1026,dana-wharf-sportfishing,2020-06-26,Clemente,1/2 Day Twilight,25,"25 Calico Bass Released, 7 Rockfish, 4 Calico Bass, 3 Sheephead, 1 Sculpin"
1027,dana-wharf-sportfishing,2020-06-26,Clemente,3/4 Day,25,"62 Calico Bass Released, 12 Calico Bass, 5 Whitefish, 5 Sheephead, 1 Sand Bass, 1 Barracuda"
1028,dana-wharf-sportfishing,2020-06-26,Dana Pride,3/4 Day,20,"150 Calico Bass Released, 43 Calico Bass, 3 Sheephead, 3 Sand Bass"
1029,dana-wharf-sportfishing,2020-06-26,Fury,Overnight,20,"96 Yellowtail, 61 Whitefish, 35 Calico Bass Released, 25 Calico Bass, 10 Bonito, 4 Sheephead, 1 Blue Perch"
1030,dana-wharf-sportfishing,2020-06-26,Lex Sea,Full Day,4,"10 Calico Bass Released, 6 Yellowtail, 2 Calico Bass"
1031,dana-wharf-sportfishing,2020-06-26,Reel Fun,1/2 Day PM,19,"50 Calico Bass Released, 12 Calico Bass, 1 Sand Bass"
1032,dana-wharf-sportfishing,2020-06-26,Sum Fun,1/2 Day AM,25,"105 Calico Bass Released, 31 Calico Bass, 1 Sheephead"
1033,dana-wharf-sportfishing,2020-06-26,Sum Fun,1/2 Day PM,25,"65 Calico Bass Released, 7 Calico Bass"
1034,dana-wharf-sportfishing,2020-06-27,Boardroom II,1/2 Day AM,2,"9 Sand Bass, 4 Calico Bass Released, 1 Calico Bass, 1 Barracuda"
1035,dana-wharf-sportfishing,2020-06-27,Boardroom II,1/2 Day PM,4,20 Calico Bass Released
1036,dana-wharf-sportfishing,2020-06-27,Clemente,3/4 Day,27,"75 Rockfish, 50 Calico Bass Released, 15 Bocaccio, 5 Calico Bass, 1 Sand Bass, 1 Sculpin"
1037,dana-wharf-sportfishing,2020-06-27,Current,1/2 Day AM,6,"87 Calico Bass Released, 7 Calico Bass, 2 Sand Bass"
1038,dana-wharf-sportfishing,2020-06-27,Current,1/2 Day PM,4,"100 Calico Bass Released, 5 Calico Bass"
1039,dana-wharf-sportfishing,2020-06-27,Fury,3/4 Day,27,"250 Calico Bass Released, 19 Calico Bass, 5 Sheephead, 1 Sand Bass"
1040,dana-wharf-sportfishing,2020-06-27,Helena,3/4 Day,16,"33 Vermilion Rockfish, 25 Rockfish"
1041,dana-wharf-sportfishing,2020-06-27,Lex Sea,Full Day,3,8 Yellowtail
1042,dana-wharf-sportfishing,2020-06-27,Reel Fun,1/2 Day AM,20,"27 Calico Bass Released, 3 Calico Bass, 1 Sheephead, 1 Rockfish"
1043,dana-wharf-sportfishing,2020-06-27,Reel Fun,1/2 Day PM,20,"80 Calico Bass Released, 8 Calico Bass, 3 Sheephead"
1044,dana-wharf-sportfishing,2020-06-27,Reel Fun,1/2 Day Twilight,20,"24 Calico Bass Released, 6 Calico Bass, 2 Sand Bass"
1045,dana-wharf-sportfishing,2020-06-27,Sum Fun,3/4 Day,25,"20 Rockfish, 15 Bocaccio, 15 Vermilion Rockfish, 12 Calico Bass Released, 10 Whitefish, 2 Sculpin, 1 Sheephead, 1 Calico Bass"
1046,dana-wharf-sportfishing,2020-06-28,Boardroom,1/2 Day AM,6,"52 Calico Bass Released, 8 Calico Bass"
1047,dana-wharf-sportfishing,2020-06-28,Boardroom II,1/2 Day AM,2,"15 Calico Bass Released, 4 Barracuda, 2 Calico Bass, 1 Sheephead"
1048,dana-wharf-sportfishing,2020-06-28,Boardroom II,1/2 Day PM,2,"25 Calico Bass Released, 2 Calico Bass"
1049,dana-wharf-sportfishing,2020-06-28,Clemente,3/4 Day,24,"40 Calico Bass Released, 35 Vermilion Rockfish, 22 Whitefish, 20 Rockfish, 8 Calico Bass, 5 Sculpin, 4 Sheephead"
1050,dana-wharf-sportfishing,2020-06-28,Current,1/2 Day AM,4,"50 Calico Bass Released, 12 Calico Bass, 6 Sand Bass"
1051,dana-wharf-sportfishing,2020-06-28,Dana Pride,Full Day,33,"70 Calico Bass Released, 34 Calico Bass, 9 Yellowtail, 4 Bonito, 1 Sheephead, 1 Blue Perch"
1052,dana-wharf-sportfishing,2020-06-28,Fury,Overnight,20,"52 Whitefish, 24 Yellowtail, 19 Calico Bass, 7 Blue Perch, 2 Sheephead, 2 Barracuda"
1053,dana-wharf-sportfishing,2020-06-28,Helena,3/4 Day,18,"100 Calico Bass Released, 25 Calico Bass, 18 Vermilion Rockfish"
1054,dana-wharf-sportfishing,2020-06-28,Hot Spot,1/2 Day AM,6,"30 Calico Bass Released, 9 Calico Bass, 2 Sand Bass"
1055,dana-wharf-sportfishing,2020-06-28,Lex Sea,Full Day,4,7 Yellowtail
1056,dana-wharf-sportfishing,2020-06-28,Reel Fun,1/2 Day AM,20,"200 Calico Bass Released, 15 Calico Bass, 2 Sheephead, 1 White Seabass"
1057,dana-wharf-sportfishing,2020-06-28,Reel Fun,1/2 Day PM,20,"60 Calico Bass Released, 2 Whitefish, 2 Sand Bass"
1058,dana-wharf-sportfishing,2020-06-28,Sum Fun,3/4 Day,27,"175 Calico Bass Released, 10 Calico Bass, 9 Sheephead, 1 Sand Bass, 1 Halibut"
1059,dana-wharf-sportfishing,2020-06-29,Boardroom,1/2 Day AM,5,"51 Calico Bass Released, 3 Calico Bass"
1060,dana-wharf-sportfishing,2020-06-29,Clemente,1/2 Day AM,25,"92 Calico Bass Released, 18 Calico Bass, 2 Sand Bass, 1 Rockfish"
1061,dana-wharf-sportfishing,2020-06-29,Fury,Full Day,17,"30 Calico Bass Released, 12 Calico Bass, 5 Blue Perch, 1 Whitefish, 1 Sheephead, 1 Yellowtail"
1062,dana-wharf-sportfishing,2020-06-29,Reel Fun,3/4 Day,13,"228 Calico Bass Released, 27 Calico Bass, 5 Rockfish, 3 Sand Bass, 2 Whitefish"
1063,dana-wharf-sportfishing,2020-06-29,San Mateo,1/2 Day AM,2,"12 Calico Bass Released, 1 Calico Bass"
1064,dana-wharf-sportfishing,2020-06-29,Sum Fun,3/4 Day,24,"250 Calico Bass Released, 32 Calico Bass, 6 Sand Bass, 2 Sheephead, 1 Whitefish"
1065,dana-wharf-sportfishing,2020-06-30,Clemente,3/4 Day,25,"218 Calico Bass Released, 52 Calico Bass, 2 Sand Bass"
1066,dana-wharf-sportfishing,2020-06-30,Dana Pride,1/2 Day AM,34,"100 Calico Bass Released, 32 Calico Bass, 5 Sand Bass, 5 Whitefish, 3 Sheephead, 1 Barracuda"
1067,dana-wharf-sportfishing,2020-06-30,Fury,Overnight,25,"53 Whitefish, 47 Calico Bass, 17 Sheephead, 7 Rockfish, 4 Blue Perch, 2 Barracuda"
1068,dana-wharf-sportfishing,2020-06-30,Sum Fun,3/4 Day,25,"214 Calico Bass Released, 15 Calico Bass, 4 Sheephead, 1 Halibut, 1 Sand Bass, 1 Whitefish"
1069,dana-wharf-sportfishing,2020-07-01,Boardroom,Full Day,4,"30 Rockfish, 30 Calico Bass Released, 20 Calico Bass"
1070,dana-wharf-sportfishing,2020-07-01,Clemente,3/4 Day,25,"100 Calico Bass Released, 39 Calico Bass, 2 Sand Bass"
1071,dana-wharf-sportfishing,2020-07-01,Dana Pride,1/2 Day AM,33,"80 Calico Bass Released, 19 Calico Bass, 2 Sheephead, 2 Sand Bass"
1072,dana-wharf-sportfishing,2020-07-01,Dana Pride,1/2 Day PM,35,"75 Calico Bass Released, 29 Calico Bass, 2 Whitefish, 1 Sand Bass"
1073,dana-wharf-sportfishing,2020-07-01,Fury,Overnight,25,"34 Yellowtail, 25 Calico Bass Released, 13 Calico Bass, 10 Whitefish, 4 Sheephead, 1 Sculpin, 1 Rockfish"
1074,dana-wharf-sportfishing,2020-07-01,Sum Fun,3/4 Day,26,"220 Calico Bass Released, 49 Calico Bass, 2 Whitefish, 2 Sand Bass, 1 Sheephead"
1075,dana-wharf-sportfishing,2020-07-02,Boardroom,Full Day,6,"40 Calico Bass Released, 30 Calico Bass, 4 Yellowtail, 1 Sheephead, 1 Bocaccio"
1076,dana-wharf-sportfishing,2020-07-02,Clemente,3/4 Day,23,"85 Calico Bass Released, 20 Calico Bass, 2 Sand Bass, 1 Barracuda"
1077,dana-wharf-sportfishing,2020-07-02,Dana Pride,1/2 Day AM,35,"125 Calico Bass Released, 64 Calico Bass, 2 Sand Bass, 1 Sheephead, 1 Barracuda"
1078,dana-wharf-sportfishing,2020-07-02,Dana Pride,1/2 Day PM,41,"70 Calico Bass Released, 17 Calico Bass, 3 Sheephead, 1 Whitefish, 1 Blue Perch"
1079,dana-wharf-sportfishing,2020-07-02,Fury,Overnight,24,"40 Whitefish, 30 Rockfish, 30 Calico Bass, 5 Bonito, 5 Blue Perch, 4 Sheephead"
1080,dana-wharf-sportfishing,2020-07-02,San Mateo,3/4 Day,10,"50 Calico Bass Released, 6 Calico Bass"
1081,dana-wharf-sportfishing,2020-07-02,Sum Fun,3/4 Day,25,"160 Calico Bass Released, 23 Calico Bass, 1 Sculpin, 1 Sand Bass"
1082,dana-wharf-sportfishing,2020-07-03,Boardroom II,Full Day,4,16 Yellowtail
1083,dana-wharf-sportfishing,2020-07-03,Clemente,3/4 Day,27,"92 Calico Bass Released, 15 Calico Bass, 5 Rockfish, 4 Sheephead, 2 Sand Bass, 1 Sculpin"
1084,dana-wharf-sportfishing,2020-07-03,Current,1/2 Day PM,3,"15 Calico Bass, 15 Calico Bass Released"
1085,dana-wharf-sportfishing,2020-07-03,Dana Pride,Full Day,33,"40 Calico Bass Released, 15 Sculpin, 3 Yellowtail, 2 Calico Bass, 2 Barracuda, 1 Sheephead, 1 Bonito"
1086,dana-wharf-sportfishing,2020-07-03,Reel Fun,1/2 Day AM,22,"21 Calico Bass Released, 2 Calico Bass, 1 Whitefish, 1 Sheephead, 1 Sargo, 1 Sand Bass, 1 Blue Perch"
1087,dana-wharf-sportfishing,2020-07-03,Reel Fun,1/2 Day PM,20,"43 Calico Bass Released, 20 Calico Bass, 7 Sand Bass, 2 Sheephead"
1088,dana-wharf-sportfishing,2020-07-03,Sum Fun,1/2 Day Twilight,25,"25 Calico Bass Released, 15 Calico Bass, 6 Sand Bass, 2 Rockfish"
1089,dana-wharf-sportfishing,2020-07-03,Sum Fun,3/4 Day,25,"220 Calico Bass Released, 29 Calico Bass, 1 Sheephead"
1090,dana-wharf-sportfishing,2020-07-04,Clemente,3/4 Day,18,"95 Vermilion Rockfish, 45 Rockfish, 18 Whitefish, 11 Bocaccio, 1 Sculpin"
1091,dana-wharf-sportfishing,2020-07-04,Dana Pride,3/4 Day,21,"20 Rockfish, 9 Whitefish"
1092,dana-wharf-sportfishing,2020-07-04,Fury,Full Day,22,"77 Calico Bass Released, 22 Calico Bass, 6 Sheephead, 6 Blue Perch, 6 Barracuda, 2 Yellowtail, 1 Bonito"
1093,dana-wharf-sportfishing,2020-07-04,Fury,1.5 Day,29,"240 Rockfish, 200 Whitefish, 50 Calico Bass Released, 30 Calico Bass, 20 Yellowtail, 10 Sheephead, 5 Bonito, 1 Barracuda"
1094,dana-wharf-sportfishing,2020-07-04,Lex Sea,Full Day,4,2 Bluefin Tuna
1095,dana-wharf-sportfishing,2020-07-04,Reel Fun,1/2 Day AM,19,"23 Calico Bass Released, 4 Calico Bass, 1 Rockfish"
1096,dana-wharf-sportfishing,2020-07-04,Reel Fun,1/2 Day PM,20,"6 Calico Bass Released, 1 Calico Bass"
1097,dana-wharf-sportfishing,2020-07-04,Sum Fun,3/4 Day,23,"35 Calico Bass Released, 5 Calico Bass"
1098,dana-wharf-sportfishing,2020-07-05,Boardroom II,1/2 Day AM,4,"9 Calico Bass Released, 3 Sand Bass"
1099,dana-wharf-sportfishing,2020-07-05,Boardroom II,1/2 Day PM,4,"50 Calico Bass Released, 2 Calico Bass"
1100,dana-wharf-sportfishing,2020-07-05,Dana Pride,1/2 Day AM,31,"75 Calico Bass Released, 10 Calico Bass, 2 Sand Bass, 1 Sheephead, 1 Whitefish"
1101,dana-wharf-sportfishing,2020-07-05,Dana Pride,1/2 Day PM,34,"45 Calico Bass Released, 1 Whitefish"
1102,dana-wharf-sportfishing,2020-07-05,Fury,Full Day,23,"10 Calico Bass, 10 Calico Bass Released, 7 Whitefish, 7 Blue Perch, 3 Sheephead"
1103,dana-wharf-sportfishing,2020-07-05,Lex Sea,Full Day,4,"25 Calico Bass Released, 11 Calico Bass, 1 Yellowtail"
1104,dana-wharf-sportfishing,2020-07-05,San Mateo,Full Day,10,"4 Calico Bass, 1 Yellowtail"
1105,dana-wharf-sportfishing,2020-07-05,Sum Fun,3/4 Day,26,"127 Calico Bass Released, 7 Calico Bass"
1106,dana-wharf-sportfishing,2020-07-06,Boardroom,1/2 Day AM,4,45 Calico Bass Released
1107,dana-wharf-sportfishing,2020-07-06,Boardroom II,1/2 Day PM,4,"45 Calico Bass Released, 18 Rockfish, 10 Vermilion Rockfish"
1108,dana-wharf-sportfishing,2020-07-06,Dana Pride,3/4 Day,34,"63 Vermilion Rockfish, 33 Rockfish, 29 Bocaccio, 6 Whitefish"
1109,dana-wharf-sportfishing,2020-07-06,Fury,Overnight,25,"75 Calico Bass Released, 28 Yellowtail, 22 Calico Bass, 8 Barracuda, 5 Bonito, 4 Whitefish, 2 Sculpin, 1 White Seabass, 1 Sheephead"
1110,dana-wharf-sportfishing,2020-07-06,Reel Fun,1/2 Day AM,16,"162 Calico Bass Released, 15 Calico Bass, 1 Sheephead"
1111,dana-wharf-sportfishing,2020-07-06,Reel Fun,1/2 Day PM,20,"160 Calico Bass Released, 6 Calico Bass, 2 Sand Bass, 1 Sheephead"
1112,dana-wharf-sportfishing,2020-07-06,Sum Fun,3/4 Day,18,"70 Rockfish, 60 Bocaccio, 25 Vermilion Rockfish, 15 Whitefish, 1 Sheephead"
1113,dana-wharf-sportfishing,2020-07-07,Dana Pride,3/4 Day,30,"134 Rockfish, 32 Vermilion Rockfish, 12 Bocaccio, 3 Whitefish"
1114,dana-wharf-sportfishing,2020-07-07,Fury,Overnight,24,"47 Calico Bass, 22 Yellowtail, 1 Whitefish, 1 Blue Perch, 1 Barracuda"
1115,dana-wharf-sportfishing,2020-07-07,Reel Fun,1/2 Day AM,15,"50 Calico Bass Released, 18 Calico Bass, 1 Sheephead"
1116,dana-wharf-sportfishing,2020-07-07,Sum Fun,1/2 Day AM,22,"67 Calico Bass Released, 7 Calico Bass, 1 Sheephead, 1 Sand Bass"
1117,dana-wharf-sportfishing,2020-07-07,Sum Fun,1/2 Day PM,25,"215 Calico Bass Released, 20 Calico Bass"
1118,dana-wharf-sportfishing,2020-07-08,Boardroom II,1/2 Day AM,4,"45 Calico Bass Released, 3 Sand Bass"
1119,dana-wharf-sportfishing,2020-07-08,Fury,Overnight,24,"56 Yellowtail, 34 Calico Bass, 14 Whitefish, 4 Sheephead, 3 Bonito, 2 Barracuda, 1 White Seabass, 1 Halibut"
1120,dana-wharf-sportfishing,2020-07-08,Reel Fun,1/2 Day AM,20,"111 Calico Bass Released, 27 Calico Bass, 3 Sand Bass"
1121,dana-wharf-sportfishing,2020-07-08,Reel Fun,1/2 Day PM,19,"67 Calico Bass Released, 11 Calico Bass, 3 Sheephead, 1 Sand Bass"
1122,dana-wharf-sportfishing,2020-07-08,Sum Fun,3/4 Day,25,"95 Calico Bass Released, 60 Rockfish, 25 Vermilion Rockfish, 15 Bocaccio, 12 Sand Bass, 1 Sheephead"
1123,dana-wharf-sportfishing,2020-07-09,Boardroom II,Full Day,4,"50 Calico Bass Released, 20 Calico Bass"
1124,dana-wharf-sportfishing,2020-07-09,Dana Pride,3/4 Day,34,"120 Calico Bass Released, 27 Calico Bass, 5 Rockfish, 3 Sculpin, 1 Sand Bass, 1 Whitefish"
1125,dana-wharf-sportfishing,2020-07-09,Fury,Overnight,25,"89 Whitefish, 29 Yellowtail, 21 Calico Bass, 5 Sheephead, 2 Bonito, 1 Barracuda"
1126,dana-wharf-sportfishing,2020-07-09,Lex Sea,Full Day,3,3 Bluefin Tuna
1127,dana-wharf-sportfishing,2020-07-09,Reel Fun,1/2 Day AM,20,"120 Calico Bass Released, 15 Calico Bass"
1128,dana-wharf-sportfishing,2020-07-09,Reel Fun,1/2 Day PM,20,"221 Calico Bass Released, 27 Calico Bass"
1129,dana-wharf-sportfishing,2020-07-09,Sum Fun,3/4 Day,18,"210 Calico Bass Released, 49 Calico Bass, 2 Sand Bass, 1 Sheephead, 1 Barracuda"
1130,dana-wharf-sportfishing,2020-07-10,Boardroom,Full Day,6,"30 Calico Bass, 30 Calico Bass Released, 5 Bonito"
1131,dana-wharf-sportfishing,2020-07-10,Boardroom II,3/4 Day,4,"65 Calico Bass Released, 20 Calico Bass, 1 Whitefish, 1 Yellowtail"
1132,dana-wharf-sportfishing,2020-07-10,Dana Pride,3/4 Day,18,"135 Calico Bass Released, 46 Calico Bass, 3 Sand Bass, 1 Sheephead, 1 Sculpin"
1133,dana-wharf-sportfishing,2020-07-10,Fury,Overnight,24,"56 Calico Bass, 45 Whitefish, 43 Yellowtail, 10 Sheephead, 5 Bonito, 3 Rockfish, 1 Blue Perch, 1 Sculpin"
1134,dana-wharf-sportfishing,2020-07-10,Reel Fun,1/2 Day AM,18,"153 Calico Bass Released, 47 Calico Bass, 2 Barracuda, 2 Sand Bass"
1135,dana-wharf-sportfishing,2020-07-10,Reel Fun,1/2 Day PM,19,"186 Calico Bass Released, 27 Calico Bass, 1 Sand Bass"
1136,dana-wharf-sportfishing,2020-07-10,Sum Fun,3/4 Day,25,"225 Calico Bass Released, 32 Calico Bass, 2 Sand Bass, 2 Barracuda, 1 Sculpin"
1137,dana-wharf-sportfishing,2020-07-11,Boardroom,1/2 Day AM,4,"45 Calico Bass Released, 2 Calico Bass"
1138,dana-wharf-sportfishing,2020-07-11,Clemente,Full Day,25,"70 Calico Bass Released, 28 Calico Bass, 9 Yellowtail, 6 Bonito, 1 Barracuda"
1139,dana-wharf-sportfishing,2020-07-11,Current,1/2 Day PM,3,"50 Calico Bass Released, 6 Calico Bass"
1140,dana-wharf-sportfishing,2020-07-11,Dana Pride,Full Day,30,"85 Calico Bass Released, 47 Calico Bass, 8 Blue Perch, 5 Bonito, 3 Sculpin, 2 Barracuda, 1 Sheephead, 1 Yellowtail"
1141,dana-wharf-sportfishing,2020-07-11,Fury,Full Day,25,"80 Calico Bass Released, 46 Calico Bass, 4 Barracuda, 1 Yellowtail, 1 Whitefish, 1 Sheephead, 1 Sculpin"
1142,dana-wharf-sportfishing,2020-07-11,Reel Fun,1/2 Day AM,13,"102 Calico Bass Released, 19 Calico Bass"
1143,dana-wharf-sportfishing,2020-07-11,Reel Fun,1/2 Day PM,22,"78 Calico Bass Released, 11 Calico Bass"
1144,dana-wharf-sportfishing,2020-07-11,San Mateo,3/4 Day,10,"40 Calico Bass Released, 20 Rockfish, 15 Vermilion Rockfish"
1145,dana-wharf-sportfishing,2020-07-11,Sum Fun,1/2 Day AM,24,"78 Calico Bass Released, 9 Calico Bass, 3 Sand Bass"
1146,dana-wharf-sportfishing,2020-07-11,Sum Fun,1/2 Day PM,22,"90 Calico Bass Released, 8 Calico Bass, 2 Sand Bass"
1147,dana-wharf-sportfishing,2020-07-11,Sum Fun,1/2 Day Twilight,24,"60 Calico Bass Released, 2 Calico Bass"
1148,dana-wharf-sportfishing,2020-07-12,Boardroom,Full Day,6,"40 Calico Bass Released, 30 Calico Bass, 7 Bonito, 6 Yellowtail, 4 Barracuda"
1149,dana-wharf-sportfishing,2020-07-12,Boardroom II,1/2 Day AM,3,"20 Calico Bass Released, 10 Calico Bass, 2 Sand Bass, 1 Whitefish, 1 Sheephead, 1 Sculpin"
1150,dana-wharf-sportfishing,2020-07-12,Clemente,1/2 Day AM,25,"125 Calico Bass Released, 38 Calico Bass, 4 Sand Bass"
1151,dana-wharf-sportfishing,2020-07-12,Clemente,1/2 Day PM,25,"52 Calico Bass Released, 15 Calico Bass, 4 Sheephead"
1152,dana-wharf-sportfishing,2020-07-12,Dana Pride,1/2 Day AM,34,"110 Calico Bass Released, 22 Calico Bass, 2 Sand Bass, 1 Sheephead"
1153,dana-wharf-sportfishing,2020-07-12,Dana Pride,1/2 Day PM,32,"150 Calico Bass Released, 12 Calico Bass, 5 Sand Bass"
1154,dana-wharf-sportfishing,2020-07-12,Fury,Overnight,20,"110 Calico Bass Released, 70 Calico Bass, 43 Whitefish, 7 Yellowtail, 6 Blue Perch, 4 Sheephead, 4 Bonito, 2 Barracuda, 1 White Seabass"
1155,dana-wharf-sportfishing,2020-07-12,Hot Spot,1/2 Day PM,6,"25 Calico Bass Released, 1 Calico Bass"
1156,dana-wharf-sportfishing,2020-07-12,Reel Fun,1/2 Day AM,18,"107 Calico Bass Released, 15 Calico Bass, 1 Sand Bass, 1 Barracuda"
1157,dana-wharf-sportfishing,2020-07-12,Reel Fun,1/2 Day PM,8,"72 Calico Bass Released, 19 Calico Bass"
1158,dana-wharf-sportfishing,2020-07-12,Sum Fun,3/4 Day,22,"244 Calico Bass Released, 15 Calico Bass, 2 Sand Bass, 1 Sheephead, 1 Rockfish"
1159,dana-wharf-sportfishing,2020-07-13,Boardroom,1/2 Day AM,6,"45 Calico Bass Released, 4 Sand Bass, 2 Calico Bass"
1160,dana-wharf-sportfishing,2020-07-13,Boardroom II,1/2 Day PM,4,"35 Calico Bass Released, 6 Calico Bass, 1 Sheephead"
1161,dana-wharf-sportfishing,2020-07-13,Clemente,1/2 Day AM,25,"65 Calico Bass Released, 12 Calico Bass, 2 Sand Bass"
1162,dana-wharf-sportfishing,2020-07-13,Clemente,1/2 Day PM,25,"100 Calico Bass Released, 28 Calico Bass, 5 Sheephead, 5 Sand Bass, 2 Whitefish"
